sentence_id,sentence,entities,chapter
120,"And when they had reached the middle they were at the door of the house . """,[],7
121,"Here we are , Mrs. Beaver , "" said Mr. Beaver , "" I 've found them .","[{""text"": ""Mrs. Beaver"", ""canonical"": ""Mrs. Beaver"", ""label"": ""ADDRESSED""}, {""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]",7
122,"Here are the Sons and Daughters of Adam and Eve "" -- and they all went in .","[{""text"": ""Sons and Daughters of Adam and Eve"", ""canonical"": ""Peter Pevensie"", ""label"": ""MISCELLANEOUS""}, {""text"": ""Sons and Daughters of Adam and Eve"", ""canonical"": ""Susan Pevensie"", ""label"": ""MISCELLANEOUS""}, {""text"": ""Sons and Daughters of Adam and Eve"", ""canonical"": ""Edmund Pevensie"", ""label"": ""MISCELLANEOUS""}, {""text"": ""Sons and Daughters of Adam and Eve"", ""canonical"": ""Lucy Pevensie"", ""label"": ""MISCELLANEOUS""}]",7
123,"The first thing Lucy noticed as she went in was a burring sound , and the first thing she saw was a kind - looking old she - beaver sitting in the corner with a thread in her mouth working busily at her sewing machine and it was from it that the sound came .","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""she - beaver"", ""canonical"": ""Mrs. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]",7
124,"She stopped her work and got up as soon as the children came in . ""","[{""text"": ""She"", ""canonical"": ""Mrs. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]",7
125,So you 've come at last !,[],7
126,""" she said , holding out both her wrinkled old paws . ""","[{""text"": ""she"", ""canonical"": ""Mrs. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]",7
127,At last !,[],7
128,To think that ever I should live to see this day !,[],7
129,"The potatoes are on boiling and the kettle 's singing and I daresay , Mr. Beaver , you 'll get us some fish . ""","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ADDRESSED""}]",7
130,""" That I will , "" said Mr. Beaver and he went out of the house ( Peter went with him ) and across the ice of the deep pool to where he had a little hole in the ice which he kept open every day with his hatchet .","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_PERFORMER""}]",7
131,"They took a pail with them , Mr. Beaver sat down quietly at the edge of the hole ( he did n't seem to mind it 's being so chilly ) looked hard into it , then suddenly shot in his paw , and before you could say Jack Robinson had whisked out a beautiful trout .","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]",7
132,Then he did it all over again until they had a fine catch of fish .,"[{""text"": ""he"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]",7
133,"Meanwhile the girls were helping Mrs. Beaver to fill the the kettle and lay the table and cut the bread and put the plates in the oven to heat and draw a huge jug of beer for Mr. Beaver from a barrel which stood in one corner of the house , and to put on the frying pan and get the dripping hot .","[{""text"": ""the girls"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""the girls"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Mrs. Beaver"", ""canonical"": ""Mrs. Beaver"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""MENTIONED_ONLY""}]",7
134,Lucy thought the Beavers had a very snug little home though it was not at all like Mr. Tumnus 's cave .,"[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_THOUGHT""}, {""text"": ""Beavers"", ""canonical"": ""Mr. Beaver"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Beavers"", ""canonical"": ""Mrs. Beaver"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Mr. Tumnus"", ""canonical"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}]",7
135,"There were no books or pictures and instead of beds there were bunks , like on board ship , built into the wall .",[],7
136,And there were hams and strings of onions hanging from the roof and against the walls were gum boots and oilskins and hatchets and pairs of shears and spades and trowels and things for carrying mortar in and fishing rods and fishing nets and sacks .,[],7
137,And the cloth on the table tho ' very clean was very rough .,[],7
138,Just as the frying pan was nicely hissing Peter and Mr. Beaver came in with the fish which Mr. Beaver had already opened with his knife and cleaned out in the open air .,"[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]",7
139,"You can think how good the new - caught fish smelled while they were frying and how the hungry children longed for them to be done and how very much hungrier still they had become before Mrs. Beaver said , "" Now we 're nearly ready . ""","[{""text"": ""Mrs. Beaver"", ""canonical"": ""Mrs. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]",7
140,"Susan drained the potatoes and then put them all back in the empty pot to dry on the side of the range while Lucy was helping Mrs. Beaver to dish up the trout , so that in a very few minutes everyone was drawing up stools ( it was all three - legged stools in the Beavers ' house except for Mrs. Beaver 's own special rocking chair beside the fire ) and preparing to enjoy themselves .","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_PERFORMER""}, {""text"": ""Mrs. Beaver"", ""canonical"": ""Mrs. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]",7
141,There was a jug of creamy milk for the children ( Mr. Beaver stuck to beer ) and a great big lump of deep yellow butter in the middle of the table from which everyone took as much as he wanted to go with his potatoes and all the children thought -- and I agree with them -- that there 's nothing to beat good freshwater fish if you eat it when it has been alive half an hour ago and has come out of the pan half a minute ago .,"[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]",7
142,"And when they had finished the fish Mrs. Beaver brought unexpectedly out of the oven a great and gloriously sticky marmalade roll , steaming hot , and at the same time moved the kettle on to the fire , so that when they had finished the marmalade roll the tea was made and ready to be poured out .","[{""text"": ""Mrs. Beaver"", ""canonical"": ""Mrs. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]",7
143,"And when each person had got his ( or her ) cup of tea , each person shoved back his ( or her ) stool so as to be able to lean against the wall and gave a long sigh of contentment . """,[],7
144,"And now , "" said Mr. Beaver pushing away his empty beer mug and pulling his cup of tea towards him , "" if you 'll just wait till I 've got my pipe lit up and going nicely -- why , now we can get to business .","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]",7
145,"It 's snowing again , "" he added , cocking his eye at the window . ""","[{""text"": ""he"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]",7
146,"That 's all the better , because it means we sha n't have any visitors ; and if anyone should have been trying to follow you , why he wo n't find any tracks .",[],7
147,"""",[],7
1,""" And now , "" said Lucy , "" do please tell us what 's happened to Mr. Tumnus . ""","[{""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""Mr. Tumnus"", ""canonical"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}]",8
2,""" Ah , that 's bad , "" said Mr. Beaver shaking his head .","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]",8
3,""" That 's a very , very bad business .",[],8
4,There 's no doubt he was taken off by the police .,"[{""text"": ""he"", ""canonical"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}]",8
5,"I got that from a bird who saw it done . """,[],8
6,""" But where 's he been taken to ? "" asked Lucy .","[{""text"": ""he"", ""canonical"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",8
7,""" Well , they were heading northwards when they were last seen and we all know what that means . """,[],8
8,""" No , we do n't , "" said Susan .","[{""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",8
9,But Mr. Beaver shook his head in a very gloomy fashion .,"[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]",8
10,""" I 'm afraid it means they were taking him to her house , "" said Mr. Beaver .","[{""text"": ""him"", ""canonical"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""her"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]",8
11,""" But what 'll they do to him , Mr. Beaver ? "" gasped Lucy .","[{""text"": ""him"", ""canonical"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ADDRESSED""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",8
12,""" Well , "" said Mr. Beaver , "" you ca n't exactly say for sure .","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]",8
13,But there 's not many taken in there that ever comes out again .,[],8
14,Statues .,[],8
15,All full of statues they say it is -- in the courtyard and up the stairs and in the hall .,[],8
16,"People she 's turned -- "" ( he paused and shuddered ) "" turned into stone . ""","[{""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""he"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_PERFORMER""}]",8
17,""" But , Mr. Beaver , "" said Lucy , "" ca n't we -- I mean we _must_ do something to save him .","[{""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ADDRESSED""}, {""text"": ""Lucy"", ""canonical"": ""Lucy Pevensie"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""him"", ""canonical"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}]",8
18,"It 's too dreadful and it 's all on my account . """,[],8
19,""" I do n't doubt you 'd save him if you could , dearie , "" said Mrs. Beaver , "" but you 've no chance of getting into that House against her will and ever coming out alive . ""","[{""text"": ""him"", ""canonical"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Mrs. Beaver"", ""canonical"": ""Mrs. Beaver"", ""label"": ""ACTIVE_SPEAKER""}, {""text"": ""her"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",8
20,""" Could n't we have some stratagem ? "" said Peter .","[{""text"": ""Peter"", ""canonical"": ""Peter Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",8
21,""" I mean could n't we dress up as something , or pretend to be -- oh , pedlars or anything -- or watch till she was gone out -- or -- oh , hang it all , there must be _some_ way .","[{""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",8
22,"This Faun saved my sister at his own risk , Mr. Beaver .","[{""text"": ""Faun"", ""canonical"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""my sister"", ""canonical"": ""Lucy Pevensie"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ADDRESSED""}]",8
23,"We ca n't just leave him to be -- to be -- to have that done to him . ""","[{""text"": ""him"", ""canonical"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}]",8
24,""" It 's no good , Son of Adam , "" said Mr. Beaver , "" no good _your_ trying , of all people .","[{""text"": ""Son of Adam"", ""canonical"": ""Peter Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]",8
25,"But now that Aslan is on the move -- ""","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",8
26,""" Oh , yes !",[],8
27,"Tell us about Aslan ! "" said several voices at once ; for once again that strange feeling -- like the first signs of spring , like good news , had come over them .","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",8
28,""" Who is Aslan ? "" asked Susan .","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",8
29,""" Aslan ? "" said Mr. Beaver , "" Why do n't you know ?","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]",8
30,He 's the King .,"[{""text"": ""He"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",8
31,"He 's the Lord of the whole wood , but not often here , you understand .","[{""text"": ""He"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",8
32,Never in my time or my father 's time .,[],8
33,But the word has reached us that he has come back .,"[{""text"": ""he"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",8
34,He is in Narnia at this moment .,"[{""text"": ""He"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",8
35,He 'll settle the White Queen all right .,"[{""text"": ""He"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""White Queen"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}]",8
36,"It is he , not you , that will save Mr. Tumnus . ""","[{""text"": ""he"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Mr. Tumnus"", ""canonical"": ""Mr. Tumnus"", ""label"": ""MENTIONED_ONLY""}]",8
37,""" She wo n't turn him into stone too ? "" said Edmund .","[{""text"": ""She"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""him"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Edmund"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",8
38,""" Lord love you , Son of Adam , what a simple thing to say ! "" answered Mr. Beaver with a great laugh .","[{""text"": ""Son of Adam"", ""canonical"": ""Edmund Pevensie"", ""label"": ""ADDRESSED""}, {""text"": ""Mr. Beaver"", ""canonical"": ""Mr. Beaver"", ""label"": ""ACTIVE_SPEAKER""}]",8
39,""" Turn _him_ into stone ?","[{""text"": ""him"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",8
40,If she can stand on her two feet and look him in the face it 'll be the most she can do and more than I expect of her .,"[{""text"": ""she"", ""canonical"": ""Jadis"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""him"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",8
41,"No , no .",[],8
42,He 'll put all to rights as it says in an old rhyme in these parts : --,"[{""text"": ""He"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",8
43,"Wrong will be right , when Aslan comes in sight , At the sound of his roar , sorrows will be no more , When he bares his teeth , winter meets its death And when he shakes his mane , we shall have spring again .","[{""text"": ""Aslan"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",8
44,You 'll understand when you see him .,"[{""text"": ""him"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}]",8
45,"""",[],8
46,""" But shall we see him ? "" asked Susan .","[{""text"": ""him"", ""canonical"": ""Aslan"", ""label"": ""MENTIONED_ONLY""}, {""text"": ""Susan"", ""canonical"": ""Susan Pevensie"", ""label"": ""ACTIVE_SPEAKER""}]",8
47,""" Why , Daughter of Eve , that 's what I brought you here for .","[{""text"": ""Daughter of Eve"", ""canonical"": ""Susan Pevensie"", ""label"": ""ADDRESSED""}]",8
